...1,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS
20020,2011_TX-TXS-011283_WAGGONER COMPLEX,TX-TXS-011283,WAGGONER COMPLEX,WF,2500,L,TRUE,2011-07-11T19:00:00Z,192,2011-07-12,0,Short Grass (1 foot),NA,NA,0,NA,NA,NA,NA,Wilbarger,33.981944,-99.218611,12 miles south of Vernon  TX,TX,NA,2011,FS,0,0,0,0,0,0,NA,NA,2011-07-21T11:55:00Z,NA,2,NA,NA,NA,NA,NA,NA,NA,2011-07-12T18:00:00Z,193,NA,2011-07-12T18:00:00Z,193,2011-07-12T18:00:00Z,193,2500,2011-07-12T18:00:00Z,193,1,"['FS', 'FS']",FS,FS,100,[201338603],1,['TX3398209921920110711-WAGGONER COMPLEX'],192,193,['Natural'],2500,"[{'ID': 201338603, 'MTBS_ID': 'TX3398209921920110711(WAGGONER COMPLEX)', 'COORDS': (33.95130556, -99.315), 'CAUSE': 'Natural', 'SIZE': 2500.0, 'DISC': 192, 'CONT': 193.0}]","[(33.95130556, -99.315)]",1,1,1,201338603,33.95130556,-99.315,TX3398209921920110711(WAGGONER COMPLEX),"(33.95130556, -99.315)"
20059,2011_TX-TXS-011322_BURNET COUNTY,TX-TXS-011322,BURNET COUNTY,WF,470,U,TRUE,2011-08-08T13:37:00Z,220,2011-08-08,0,Tall Grass (2.5 feet),NA,NA,0,NA,NA,NA,NA,Burnet,30.813056,-98.208333,4 Miles north of Burnet  TX,TX,NA,2011,FS,0,0,0,1,0,1,NA,NA,2011-08-09T16:35:00Z,NA,3,NA,9,NA,9,1,18,1,2011-08-08T19:00:00Z,220,18,2011-08-08T19:00:00Z,220,2011-08-08T19:00:00Z,220,470,2011-08-08T19:00:00Z,220,0,"['FS', 'FS', 'FS']",FS,FS,100,[201338916],1,NA,220,220,['Equipment and vehicle use'],470,"[{'ID': 201338916, 'COORDS': (30.78555556, -98.20194444), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 470.0, 'DISC': 220, 'CONT': 220.0}]","[(30.78555556, -98.20194444)]",1,1,0,201338916,30.78555556,-98.20194444,NA,"(30.78555556, -98.20194444)"
20061,2011_TX-TXS-011324_FLETCHER,TX-TXS-011324,FLETCHER,WF,2406,U,TRUE,2011-08-10T10:00:00Z,222,NA,0,Brush (2 feet),NA,NA,0,NA,NA,NA,NA,Presidio,30.250556,-104.256111,16 miles SW of Marfa TX,TX,NA,2011,FS,0,0,0,0,0,0,NA,NA,2011-08-18T18:00:00Z,NA,5,NA,NA,NA,NA,NA,18,NA,2011-08-10T19:36:00Z,222,18,2011-08-10T19:36:00Z,222,2011-08-10T19:36:00Z,222,2400,2011-08-10T19:36:00Z,222,0,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201338966],1,NA,222,223,['Natural'],2406,"[{'ID': 201338966, 'COORDS': (30.247262, -104.285521), 'CAUSE': 'Natural', 'SIZE': 2406.0, 'DISC': 222, 'CONT': 223.0}]","[(30.247262, -104.285521)]",1,1,0,201338966,30.247262,-104.285521,NA,"(30.247262, -104.285521)"
20064,2011_TX-TXS-011327_TRI-RANCH COMPLEX,TX-TXS-011327,TRI-RANCH COMPLEX,WF,2000,L,TRUE,2011-08-11T13:00:00Z,223,NA,0,Brush (2 feet),NA,NA,0,NA,NA,NA,NA,Mitchell,32.189444,-100.706389,17 miles SE of Colorado City  TX,TX,NA,2011,FS,0,0,0,0,0,0,NA,NA,2011-08-13T15:00:00Z,NA,3,NA,3,NA,3,2,72,1,2011-08-11T17:30:00Z,223,47,2011-08-12T18:08:00Z,224,2011-08-12T18:08:00Z,224,1500,2011-08-11T17:30:00Z,223,1,"['FS', 'FS', 'FS']",FS,FS,100,[201338976],1,['TX3218910070620110811-TRI-RANCH COMPLEX'],223,224,['Missing data/not specified/undetermined'],2000,"[{'ID': 201338976, 'MTBS_ID': 'TX3218910070620110811(TRI-RANCH COMPLEX)', 'COORDS': (32.1895, -100.7064333), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2000.0, 'DISC': 223, 'CONT': 224.0}]","[(32.1895, -100.7064333)]",1,1,1,201338976,32.1895,-100.7064333,TX3218910070620110811(TRI-RANCH COMPLEX),"(32.1895, -100.7064333)"
20086,2011_TX-TXS-011353_ROBINETTE,TX-TXS-011353,ROBINETTE,WF,7680,U,TRUE,2011-08-20T18:29:00Z,232,NA,0,Short Grass (1 foot),NA,NA,0,NA,NA,NA,NA,Coryell,31.27,-97.76,11 miles NNW of Killeen TX,TX,NA,2011,FS,0,0,0,0,0,0,NA,NA,2011-08-28T10:45:00Z,NA,6,NA,2,NA,NA,2,75,1,2011-08-21T18:00:00Z,233,36,2011-08-21T18:00:00Z,233,2011-08-21T18:00:00Z,233,6180,2011-08-21T18:00:00Z,233,1,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,"[201339161, 201339167]",2,['TX3127009776020110820-ROBINETTE' 'TX3120009777320110826-UNNAMED'],232,234,['Missing data/not specified/undetermined'],7680,"[{'ID': 201339161, 'MTBS_ID': 'TX3127009776020110820(ROBINETTE)', 'COORDS': (31.266536, -97.725053), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 6180.0, 'DISC': 232, 'CONT': 234.0}, {'ID': 201339167, 'MTBS_ID': 'TX3120009777320110826(UNNAMED)', 'COORDS': (31.205659999999998, -97.7895), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 1500.0, 'DISC': 233, 'CONT': 234.0}]","[(31.266536, -97.725053) (31.205659999999998, -97.7895)]",1,2,2,201339161,31.266536,-97.725053,TX3127009776020110820(ROBINETTE),"(31.266536, -97.725053)"
20095,2011_TX-TXS-011362_CORYELL COMPLEX,TX-TXS-011362,CORYELL COMPLEX,WF,1635,H,TRUE,2011-08-28T12:54:00Z,240,2011-08-31,0,Short Grass (1 foot),NA,NA,0,NA,NA,NA,NA,Coryell,31.419721999999997,-98.108889,4 miles SE of Evant TX,TX,NA,2011,FS,0,0,0,0,0,0,NA,NA,2011-09-14T14:00:00Z,NA,6,NA,10,NA,10,6,121,2,2011-08-28T19:00:00Z,240,36,2011-08-30T18:00:00Z,242,2011-08-29T18:30:00Z,241,1200,2011-08-29T18:30:00Z,241,1,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201339354],1,['TX3142009810920110828-CORYELL COMPLEX'],240,243,['Missing data/not specified/undetermined'],1635,"[{'ID': 201339354, 'MTBS_ID': 'TX3142009810920110828(CORYELL COMPLEX)', 'COORDS': (31.40233306, -98.0626666), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 1635.0, 'DISC': 240, 'CONT': 243.0}]","[(31.40233306, -98.0626666)]",1,1,1,201339354,31.40233306,-98.0626666,TX3142009810920110828(CORYELL COMPLEX),"(31.40233306, -98.0626666)"
20106,2011_TX-TXS-011373_JACK MOUNTAIN,TX-TXS-011373,JACK MOUNTAIN,WF,3000,U,TRUE,2011-08-30T16:35:00Z,242,NA,0,Short Grass (1 foot),NA,NA,0,NA,NA,NA,NA,Coryell,31.4,-97.666667,5 Miles S of Gatesville TX,TX,NA,2011,FS,0,0,0,0,0,0,NA,NA,2011-09-15T14:00:00Z,NA,5,NA,2,2,NA,NA,38,NA,2011-08-30T20:00:00Z,242,19,2011-08-30T20:00:00Z,242,2011-09-02T18:00:00Z,245,1300,2011-09-02T18:00:00Z,245,3,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201339395],1,['TX3127009776020110820-ROBINETTE'],242,250,['Missing data/not specified/undetermined'],3700,"[{'ID': 201339395, 'MTBS_ID': 'TX3127009776020110820(ROBINETTE)', 'COORDS': (31.22755, -97.744), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 3700.0, 'DISC': 242, 'CONT': 250.0}]","[(31.22755, -97.744)]",1,1,1,201339395,31.22755,-97.744,TX3127009776020110820(ROBINETTE),"(31.22755, -97.744)"
20114,2011_TX-TXS-011382_CEDAR TRUCK COMPLEX,TX-TXS-011382,CEDAR TRUCK COMPLEX,WF,400,U,TRUE,2011-09-01T14:45:00Z,244,2011-09-07,0,Tall Grass (2.5 feet),NA,NA,0,NA,NA,NA,NA,Kimble,30.825,-100.113056,1 mile W of Fort McKavett  TX,TX,NA,2011,FS,0,0,0,1,0,0,NA,NA,2011-09-07T17:00:00Z,NA,6,NA,13,NA,13,NA,131,NA,2011-09-01T19:30:00Z,244,40,2011-09-03T18:00:00Z,246,2011-09-03T18:00:00Z,246,357,2011-09-01T19:30:00Z,244,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201339433],1,NA,244,245,['Equipment and vehicle use'],400,"[{'ID': 201339433, 'COORDS': (30.75113037, -100.11402700000001), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 400.0, 'DISC': 244, 'CONT': 245.0}]","[(30.75113037, -100.11402700000001)]",1,1,0,201339433,30.75113037,-100.114027,NA,"(30.75113037, -100.11402700000001)"
20122,2011_TX-TXS-011393_BASTROP COUNTY COMPLEX,TX-TXS-011393,BASTROP COUNTY COMPLEX,WF,34068,H,TRUE,2011-09-04T15:02:00Z,247,2011-09-30,0,Southern Rough,NA,NA,7,NA,NA,NA,NA,Bastrop,30.151389000000002,-97.225278,6 miles NE of Bastrop  TX,TX,8037385,2011,FS,0,0,0,1709,40,1669,NA,NA,2011-10-11T16:00:00Z,NA,30,NA,1159,1,1159,79,11527,20,2011-09-13T17:00:00Z,256,1351,2011-09-10T17:00:00Z,253,2011-09-06T19:00:00Z,249,14500,2011-09-05T20:30:00Z,248,2,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201339520],1,['TX3015109722520110904-BASTROP COUNTY COMPLEX'],247,273,['Power generation/transmission/distribution'],34068,"[{'ID': 201339520, 'MTBS_ID': 'TX3015109722520110904(BASTROP COUNTY COMPLEX)', 'COORDS': (30.22777389, -97.211651), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 34068.0, 'DISC': 247, 'CONT': 273.0}]","[(30.22777389, -97.211651)]",1,1,1,201339520,30.22777389,-97.211651,TX3015109722520110904(BASTROP COUNTY COMPLEX),"(30.22777389, -97.211651)"
20148,2011_TX-TXS-011424_HALSBORO COMPLEX,TX-TXS-011424,HALSBORO COMPLEX,WF,721,H,TRUE,2011-09-06T12:31:00Z,249,2011-09-08,0,Timber (Litter and Understory),NA,NA,0,NA,NA,NA,NA,Red River,33.413889000000005,-95.279167,5 miles SW of Bogata  TX,TX,NA,2011,FS,0,0,0,0,0,0,NA,NA,2011-09-26T15:00:00Z,NA,5,NA,24,NA,16,NA,18,NA,2011-09-07T19:00:00Z,250,14,2011-09-07T19:00:00Z,250,2011-09-07T19:00:00Z,250,721,2011-09-07T19:00:00Z,250,1,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201339572],1,NA,249,251,['Arson/incendiarism'],721,"[{'ID': 201339572, 'COORDS': (33.40222222, -95.26861111), 'CAUSE': 'Arson/incendiarism', 'SIZE': 721.0, 'DISC': 249, 'CONT': 251.0}]","[(33.40222222, -95.26861111)]",1,1,0,201339572,33.40222222,-95.26861111,NA,"(33.40222222, -95.26861111)"
20185,2011_TX-TXS-012009_SOUTHEAST TEXAS FIRE COMPLEX,TX-TXS-012009,SOUTHEAST TEXAS FIRE COMPLEX,WF,104818,U,TRUE,2011-05-27T11:50:00Z,250,NA,0,Hardwood Litter,NA,NA,6,NA,NA,NA,NA,Angelina,31.303056,-94.724722,Lufkin  Texas,TX,20065853,2011,FS,23,0,23,190,1,164,NA,NA,2011-11-18T17:00:00Z,NA,164,NA,300,10,300,253,38982,17,2011-09-30T17:00:00Z,273,1039,2011-09-11T18:00:00Z,254,2011-10-01T16:00:00Z,274,52681,2011-09-29T18:00:00Z,272,24,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,6.097560975609755,"[201338009, 201339028, 201339093, 201339394, 201339412, 201339485, 201339499, 201339507, 201339515, 201339516, 201339549, 201339552, 201339577, 201339661, 201339692, 201339693, 201339700, 201339704, 201339971, 201340034, 201340086, 201340088, 201340090, 201340102]",24,"['TX3073809581820110831-CRAB PRAIRIE'
 'TX3209109495620110830-HENDERSON 474 JOHNSON'
 'TX3250909488420110904-OLD MAGNOLIA'
 'TX3297309443120110904-NORTHEAST TEXAS FIRE COMPLEX'
 'TX3125609613020110904-S839 CONCORD ROBBINS'
 'TX3132409534520110904-841 ARBOR' 'TX3027009581820110905-RILEY ROAD'
 'TX3165109516420110911-547' 'TX3282709409820110913-592']",147,321,"['Natural' 'Arson/incendiarism'
 'Power generation/transmission/distribution' 'Equipment and vehicle use'
 'Missing data/not specified/undetermined' 'Debris and open burning']",87402,"[{'ID': 201338009, 'MTBS_ID': 'TX3073809581820110831(CRAB PRAIRIE)', 'COORDS': (30.76238333, -95.80558333), 'CAUSE': 'Natural', 'SIZE': 321.0, 'DISC': 147, 'CONT': 147.0}, {'ID': 201339028, 'COORDS': (31.1669, -95.44065), 'CAUSE': 'Natural', 'SIZE': 161.0, 'DISC': 226, 'CONT': 227.0}, {'ID': 201339093, 'COORDS': (30.98, -94.27016667), 'CAUSE': 'Arson/incendiarism', 'SIZE': 467.0, 'DISC': 229, 'CONT': 230.0}, {'ID': 201339394, 'MTBS_ID': 'TX3209109495620110830(HENDERSON 474 JOHNSON)', 'COORDS': (32.11733333, -94.9496666), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 1672.0, 'DISC': 242, 'CONT': 243.0}, {'ID': 201339412, 'MTBS_ID': 'TX3073809581820110831(CRAB PRAIRIE)', 'COORDS': (30.73838333, -95.81765), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 1008.0, 'DISC': 243, 'CONT': 244.0}, {'ID': 201339485, 'MTBS_ID': 'TX3250909488420110904(OLD MAGNOLIA)', 'COORDS': (32.50935, -94.88381667), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 3341.0, 'DISC': 247, 'CONT': 254.0}, {'ID': 201339499, 'MTBS_ID': 'TX3297309443120110904(NORTHEAST TEXAS FIRE COMPLEX)', 'COORDS': (32.9731333, -94.4307), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 41050.0, 'DISC': 247, 'CONT': 258.0}, {'ID': 201339507, 'MTBS_ID': 'TX3250909488420110904(OLD MAGNOLIA)', 'COORDS': (32.511811, -94.96634), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 1556.0, 'DISC': 247, 'CONT': 260.0}, {'ID': 201339515, 'MTBS_ID': 'TX3125609613020110904(S839 CONCORD ROBBINS)', 'COORDS': (31.2552, -96.1297), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 4689.0, 'DISC': 247, 'CONT': 250.0}, {'ID': 201339516, 'MTBS_ID': 'TX3132409534520110904(841 ARBOR)', 'COORDS': (31.324665999999997, -95.345333), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 4931.0, 'DISC': 247, 'CONT': 248.0}, {'ID': 201339549, 'MTBS_ID': 'TX3027009581820110905(RILEY ROAD)', 'COORDS': (30.27001667, -95.8179), 'CAUSE': 'Natural', 'SIZE': 19960.0, 'DISC': 248, 'CONT': 258.0}, {'ID': 201339552, 'MTBS_ID': 'TX3073809581820110831(CRAB PRAIRIE)', 'COORDS': (30.73818333, -95.8159), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 1035.0, 'DISC': 248, 'CONT': 249.0}, {'ID': 201339577, 'COORDS': (31.24261667, -94.90921667), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 235.0, 'DISC': 250, 'CONT': 250.0}, {'ID': 201339661, 'MTBS_ID': 'TX3165109516420110911(547)', 'COORDS': (31.65088333, -95.16415), 'CAUSE': 'Arson/incendiarism', 'SIZE': 1783.0, 'DISC': 254, 'CONT': 255.0}, {'ID': 201339692, 'MTBS_ID': 'TX3282709409820110913(592)', 'COORDS': (32.827, -94.09733333), 'CAUSE': 'Arson/incendiarism', 'SIZE': 2378.0, 'DISC': 256, 'CONT': 262.0}, {'ID': 201339693, 'MTBS_ID': 'TX3073809581820110831(CRAB PRAIRIE)', 'COORDS': (30.74255, -95.81026667), 'CAUSE': 'Natural', 'SIZE': 466.0, 'DISC': 256, 'CONT': 261.0}, {'ID': 201339700, 'COORDS': (30.95656666, -95.18216666), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 832.0, 'DISC': 256, 'CONT': 261.0}, {'ID': 201339704, 'COORDS': (32.75318333, -95.14108333), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 305.0, 'DISC': 256, 'CONT': 259.0}, {'ID': 201339971, 'COORDS': (33.60555556, -94.61861111), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 665.0, 'DISC': 280, 'CONT': 281.0}, {'ID': 201340034, 'COORDS': (30.3588, -94.330366), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 500.0, 'DISC': 292, 'CONT': 293.0}, {'ID': 201340086, 'COORDS': (32.83638889, -94.60305556), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 3.0, 'DISC': 314, 'CONT': 314.0}, {'ID': 201340088, 'COORDS': (33.38138889, -94.61916667), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 1.0, 'DISC': 315, 'CONT': 315.0}, {'ID': 201340090, 'COORDS': (33.63753333, -95.59375), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 40.0, 'DISC': 315, 'CONT': 315.0}, {'ID': 201340102, 'COORDS': (30.34148333, -95.40021667), 'CAUSE': 'Debris and open burning', 'SIZE': 3.0, 'DISC': 321, 'CONT': 321.0}]","[(30.76238333, -95.80558333) (31.1669, -95.44065) (30.98, -94.27016667)
 (32.11733333, -94.9496666) (30.73838333, -95.81765)
 (32.50935, -94.88381667) (32.9731333, -94.4307) (32.511811, -94.96634)
 (31.2552, -96.1297) (31.324665999999997, -95.345333)
 (30.27001667, -95.8179) (30.73818333, -95.8159)
 (31.24261667, -94.90921667) (31.65088333, -95.16415)
 (32.827, -94.09733333) (30.74255, -95.81026667)
 (30.95656666, -95.18216666) (32.75318333, -95.14108333)
 (33.60555556, -94.61861111) (30.3588, -94.330366)
 (32.83638889, -94.60305556) (33.38138889, -94.61916667)
 (33.63753333, -95.59375) (30.34148333, -95.40021667)]",6,24,9,201339499,32.9731333,-94.4307,TX3297309443120110904(NORTHEAST TEXAS FIRE COMPLEX),"(32.9731333, -94.4307)"
20187,2011_TX-TXS-11002_COUNTY RD. 204 COMPLEX,TX-TXS-11002,COUNTY RD. 204 COMPLEX,WF,3280,H,TRUE,2011-01-29T10:00:00Z,29,2011-01-31,0,Brush (2 feet),NA,NA,0,NA,NA,NA,NA,Crockett,30.827778,-101.321667,12 miles northwest of Ozona  TX,TX,1,2011,FS,0,0,0,0,0,0,NA,NA,2011-03-01T13:00:00Z,NA,5,NA,2,2,NA,NA,40,NA,2011-01-29T20:30:00Z,29,10,2011-01-29T20:30:00Z,29,2011-01-29T20:30:00Z,29,3280,2011-01-29T20:30:00Z,29,0,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201337065],1,['TX3082810132220110129-COUNTY RD. 204 COMPLEX'],29,30,['Missing data/not specified/undetermined'],3280,"[{'ID': 201337065, 'MTBS_ID': 'TX3082810132220110129(COUNTY RD. 204 COMPLEX)', 'COORDS': (30.83701932, -101.32415959999999), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 3280.0, 'DISC': 29, 'CONT': 30.0}]","[(30.83701932, -101.32415959999999)]",1,1,1,201337065,30.83701932,-101.3241596,TX3082810132220110129(COUNTY RD. 204 COMPLEX),"(30.83701932, -101.32415959999999)"
20197,2011_TX-TXS-11012_LIPSCOMB COUNTY COMPLEX,TX-TXS-11012,LIPSCOMB COUNTY COMPLEX,WF,15908,H,TRUE,2011-02-17T00:00:00Z,48,2011-02-19,0,Tall Grass (2.5 feet),NA,NA,0,NA,NA,NA,NA,Lipscomb,36.326667,-100.275,20 miles northwest of Higgins  TX,TX,2,2011,FS,0,0,0,0,0,0,NA,NA,2011-02-19T18:30:00Z,NA,3,NA,6,NA,6,3,99,1,2011-02-17T21:00:00Z,48,33,2011-02-17T21:00:00Z,48,2011-02-18T20:00:00Z,49,9508,2011-02-18T20:00:00Z,49,1,"['FS', 'FS', 'FS']",FS,FS,100,[201337119],1,['TX3632710027520110217-LIPSCOMB COUNTY COMPLEX'],47,48,['Power generation/transmission/distribution'],15908,"[{'ID': 201337119, 'MTBS_ID': 'TX3632710027520110217(LIPSCOMB COUNTY COMPLEX)', 'COORDS': (36.08611111, -100.2830556), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 15908.0, 'DISC': 47, 'CONT': 48.0}]","[(36.08611111, -100.2830556)]",1,1,1,201337119,36.08611111,-100.2830556,TX3632710027520110217(LIPSCOMB COUNTY COMPLEX),"(36.08611111, -100.2830556)"
20206,2011_TX-TXS-11021_HWY 2357 COMPLEX,TX-TXS-11021,HWY 2357 COMPLEX,WF,2700,U,TRUE,2011-02-24T15:50:00Z,55,2011-02-26,0,Brush (2 feet),NA,NA,0,NA,NA,NA,NA,Hartley,35.75,-102.401944,6.5mi NW of Channing TX,TX,1,2011,FS,0,0,0,0,0,0,NA,NA,2011-02-26T18:00:00Z,NA,3,NA,NA,NA,NA,NA,NA,NA,2011-02-24T19:00:00Z,55,NA,2011-02-24T19:00:00Z,55,2011-02-24T19:00:00Z,55,2600,2011-02-24T19:00:00Z,55,0,"['FS', 'FS', 'FS']",FS,FS,100,[201408300],1,['TX3575010240220110224-HWY 2357 COMPLEX'],55,NA,['Power generation/transmission/distribution'],1000,"[{'ID': 201408300, 'MTBS_ID': 'TX3575010240220110224(HWY 2357 COMPLEX)', 'COORDS': (35.682970000000005, -102.3362511), 'CAUSE': 'Power generation/transmission/distribution', 'SIZE': 1000.0, 'DISC': 55, 'CONT': 'unknown'}]","[(35.682970000000005, -102.3362511)]",1,1,1,201408300,35.682970000000005,-102.3362511,TX3575010240220110224(HWY 2357 COMPLEX),"(35.682970000000005, -102.3362511)"
20210,2011_TX-TXS-11025_WILLOW CREEK SOUTH COMPLEX,TX-TXS-11025,WILLOW CREEK SOUTH COMPLEX,WF,24310,U,TRUE,2011-02-27T13:48:00Z,58,2011-03-02,0,Tall Grass (2.5 feet),NA,NA,0,NA,NA,NA,NA,Potter,35.382778,-101.60555600000001,16 mi NE of Amarillo  TX,TX,NA,2011,FS,0,0,0,29,0,29,NA,NA,2011-03-07T18:00:00Z,NA,10,NA,150,NA,150,NA,24,NA,2011-02-27T19:00:00Z,58,8,2011-02-27T19:00:00Z,58,2011-02-27T19:00:00Z,58,24310,2011-02-27T19:00:00Z,58,0,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,[201337193],1,['TX3538310160620110227-WILLOW CREEK SOUTH COMPLEX'],58,60,['Equipment and vehicle use'],24310,"[{'ID': 201337193, 'MTBS_ID': 'TX3538310160620110227(WILLOW CREEK SOUTH COMPLEX)', 'COORDS': (35.27527778, -101.8016667), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 24310.0, 'DISC': 58, 'CONT': 60.0}]","[(35.27527778, -101.8016667)]",1,1,1,201337193,35.27527778,-101.8016667,TX3538310160620110227(WILLOW CREEK SOUTH COMPLEX),"(35.27527778, -101.8016667)"
